Freq,Real,Imag,Phase,Impedance,Gain
30000,5528.20,-166.13,-0.03,5530.70,0.000000010497
30000,5542.32,-173.30,-0.03,5545.03,0.000000010497
30000,5523.31,-167.05,-0.03,5525.83,0.000000010497
30000,5547.89,-176.74,-0.03,5550.71,0.000000010497
30000,5529.84,-171.05,-0.03,5532.48,0.000000010497
30000,5520.44,-167.00,-0.03,5522.97,0.000000010497
30000,5546.60,-176.28,-0.03,5549.40,0.000000010497
30000,5505.81,-162.32,-0.03,5508.20,0.000000010497
30000,5504.40,-161.59,-0.03,5506.77,0.000000010497
30000,5501.57,-160.12,-0.03,5503.90,0.000000010497
30000,5494.65,-157.46,-0.03,5496.91,0.000000010497
30000,5488.03,-154.68,-0.03,5490.21,0.000000010497
30000,5493.78,-159.29,-0.03,5496.09,0.000000010497
30000,5493.22,-158.86,-0.03,5495.51,0.000000010497
30000,5484.90,-156.19,-0.03,5487.13,0.000000010497
30000,5475.64,-152.25,-0.03,5477.76,0.000000010497
30000,5481.97,-153.75,-0.03,5484.12,0.000000010497
30000,5480.28,-153.16,-0.03,5482.42,0.000000010497
30000,5459.97,-147.29,-0.03,5461.96,0.000000010497
30000,5462.48,-148.16,-0.03,5464.49,0.000000010497
30000,5461.36,-148.01,-0.03,5463.37,0.000000010497
30000,5446.86,-145.33,-0.03,5448.80,0.000000010497
30000,5440.49,-141.51,-0.03,5442.33,0.000000010497
30000,5429.40,-140.72,-0.03,5431.22,0.000000010497
30000,5448.14,-142.98,-0.03,5450.01,0.000000010497
30000,5432.87,-139.36,-0.03,5434.66,0.000000010497
30000,5429.99,-136.29,-0.03,5431.70,0.000000010497
30000,5441.76,-139.16,-0.03,5443.54,0.000000010497
30000,5432.08,-134.92,-0.02,5433.75,0.000000010497
30000,5413.59,-131.62,-0.02,5415.19,0.000000010497
30000,5413.87,-129.42,-0.02,5415.42,0.000000010497
30000,5414.30,-127.50,-0.02,5415.80,0.000000010497
30000,5350.10,-122.64,-0.02,5351.50,0.000000010497
30000,5334.15,-119.51,-0.02,5335.49,0.000000010497
30000,5326.68,-119.90,-0.02,5328.03,0.000000010497
30000,5324.68,-117.23,-0.02,5325.97,0.000000010497
30000,5327.35,-118.57,-0.02,5328.67,0.000000010497
30000,5320.03,-117.89,-0.02,5321.33,0.000000010497
30000,5315.24,-119.61,-0.02,5316.59,0.000000010497
30000,5321.75,-118.69,-0.02,5323.08,0.000000010497
30000,5318.17,-116.16,-0.02,5319.44,0.000000010497
30000,5321.63,-113.10,-0.02,5322.83,0.000000010497
30000,5329.35,-111.90,-0.02,5330.53,0.000000010497
30000,5334.56,-111.63,-0.02,5335.73,0.000000010497
30000,5326.94,-106.44,-0.02,5328.00,0.000000010497
30000,5335.75,-106.01,-0.02,5336.80,0.000000010497
30000,5336.68,-103.87,-0.02,5337.69,0.000000010497
30000,5340.02,-103.19,-0.02,5341.02,0.000000010497
30000,5358.59,-117.40,-0.02,5359.87,0.000000010497
30000,5347.79,-127.46,-0.02,5349.31,0.000000010497
30000,5298.25,-132.62,-0.03,5299.91,0.000000010497
30000,5306.13,-149.48,-0.03,5308.24,0.000000010497
...............DONE READING ROUND...............
